Clearsky DHI,Clearsky DNI,Clearsky GHI
-0.9217094927629237,7.044839782596668,0.4542004545364049
-0.8548911841285161,5.869583600931225,0.5233010384770193
-0.7384232683526222,6.476297211615876,0.5233010384770193
-0.8548911841285161,7.16551404927861,0.5233010384770193
-0.031951002917934596,3.1885473008438114,0.5233010384770193
0.5646303831659865,2.397682648514071,0.5233010384770193
1.1482105818971147,2.397682648514071,0.5233010384770193
1.1482105818971147,2.8426143269398136,0.5233010384770193
1.1482105818971147,2.8426143269398136,0.5233010384770193
1.1482105818971147,2.8426143269398136,0.5233010384770193
1.1482105818971147,2.8426143269398136,0.5233010384770193
1.1482105818971147,2.8426143269398136,0.5233010384770193
1.1482105818971147,2.397682648514071,0.5233010384770193
0.5646303831659865,2.397682648514071,0.5233010384770193
-0.8020461895380608,2.397682648514071,0.5233010384770193
-0.822185350024635,2.256001832133875,0.5233010384770193
-0.822185350024635,2.256001832133875,0.5233010384770193
-0.822185350024635,2.256001832133875,0.5233010384770193
-0.9311123091023714,2.256001832133875,0.5233010384770193
-0.9311123091023714,2.256001832133875,0.5233010384770193
-0.9311123091023714,2.256001832133875,0.5233010384770193
-0.9311123091023714,2.256001832133875,0.5233010384770193
-0.9311123091023714,2.256001832133875,0.5233010384770193
-0.822185350024635,2.256001832133875,0.5233010384770193
-0.822185350024635,5.0795674950548495,0.5233010384770193
-0.6915541609159528,25.006661007171353,2.2860116618064374
23.70604957216452,226.36603557499612,39.81649420648365
45.39742598113,403.90637386639406,118.85419944077012
56.6357188491646,541.9744013521145,201.04205917722308
69.91225838570257,602.7976431163385,281.33401747192505
80.37876403909296,713.1411983066282,365.1060913101087
89.82386969577924,753.4674869904215,432.62671399841014
100.64018481180142,778.5621372077021,484.6314428646448
104.31302724231045,817.9072783879136,528.3938183139752
107.91540460837608,817.9072783879136,558.7081277773738
107.91540460837608,819.2068490763384,567.1517596353597
110.49815309613098,808.7636263049944,559.4323500550521
116.94035555073842,796.4548186220231,527.6009845492287
114.07172835802797,758.2297701522243,485.4989474203603
106.88076544613975,730.5565901667503,439.11115593491536
98.34698011627295,697.0177447046425,384.55531345074957
86.98796142435614,657.542487016494,317.5200310461075
74.75127197701318,592.2478094456694,242.6151545299294
63.07450393125424,458.43211869404905,160.07865569291505
43.637161324052016,322.9314458059125,86.2310207696154
7.962140695234828,135.84091173398852,21.117708557413618
-3.9809732277085605,16.139514166826054,2.7224024841915457
-3.9119867492524603,12.353548413591081,1.4523497811453674
-1.4119822600516616,11.240848761197801,0.5233010384770193
-1.4788005686860692,12.416104942863244,0.4542004545364049
-1.4788005686860692,12.416104942863244,0.4542004545364049
-1.4788005686860692,12.416104942863244,0.4542004545364049
0.9907147294493268,7.044839782596668,0.4542004545364049
1.0575330380837347,5.869583600931225,0.5233010384770193
0.890276626358135,6.011264417311422,0.5233010384770193
-0.06465683702181566,6.011264417311422,0.5233010384770193
-0.06465683702181566,6.011264417311422,0.5233010384770193
0.06848710017325711,2.824544403114667,0.4542004545364049
-0.7016080864468695,2.824544403114667,0.4542004545364049
-0.7016080864468695,2.824544403114667,0.4542004545364049
-0.7016080864468695,2.783152793655072,0.4542004545364049
-0.8020461895380608,1.7495774283698249,0.5233010384770193
-0.7016080864468695,2.836118279129041,0.4542004545364049
-0.7016080864468695,2.836118279129041,0.4542004545364049
-0.7016080864468695,2.836118279129041,0.4542004545364049
-0.7016080864468695,2.836118279129041,0.4542004545364049
-0.7016080864468695,2.836118279129041,0.4542004545364049
-0.7016080864468695,2.836118279129041,0.4542004545364049
-0.5249471174203556,1.660862097463598,0.5233010384770193
-0.5249471174203556,1.660862097463598,0.5233010384770193
-0.5249471174203556,1.5606053875085177,0.5233010384770193
-0.5958747738566351,1.660862097463598,0.5233010384770193
-0.46891130415591936,5.091141371069223,0.5233010384770193
-0.4050984236816445,22.57359467923224,2.2169110778658228
23.89522932262404,215.6972886956981,39.13039068943316
49.689142183022994,367.7867440336264,118.16809592371963
67.48391976746332,517.1660974602404,199.71455008357756
78.58794443934828,588.398532225026,281.8688227281003
81.75837272837767,696.5023440048417,364.4199877930582
88.62863383805072,743.3635838889031,430.777315616317
95.2392875287324,768.9047487409828,482.78204448255167
101.93787752132823,808.5604699010785,528.1683264457336
105.54025488739386,808.5604699010785,556.3515387258374
